run_id,batch_id,arm,policy,condition,eligible_tasks,timely_tasks,durable_pass_tasks_by_deadline,eventual_pass_tasks,jobs,actual_starts,pass_jobs,fail_jobs,timeout_jobs,http_posts,response_drops,cache_hits,primary_retries,drain_retries,child_cpu_seconds,suite_wall_seconds,launcher_wall_seconds,observed_stop_elapsed_s,all_feedback_complete_elapsed_s,stop_held,stop_committed,final_held,final_committed,late_host_launches,denied_decisions,timely_task_ids,eventual_task_ids
r014,evaluation_02,ordinary,round_robin,normal,8,8,8,8,12,12,8,4,0,12,0,0,0,0,0.0035730000000000002,0.027243909999981497,2.489000000001397,2.9520758,2.9549309,0,12,0,12,0,0,HumanEval/108|HumanEval/13|HumanEval/141|HumanEval/18|HumanEval/67|HumanEval/78|HumanEval/85|HumanEval/97,HumanEval/108|HumanEval/13|HumanEval/141|HumanEval/18|HumanEval/67|HumanEval/78|HumanEval/85|HumanEval/97
r015,evaluation_02,ordinary,depth_first,normal,8,8,8,8,12,12,8,4,0,12,0,0,0,0,0.006533000000000001,0.02810496699996179,2.562999999965541,2.9272908,2.9303437,0,12,0,12,0,0,HumanEval/108|HumanEval/13|HumanEval/141|HumanEval/18|HumanEval/67|HumanEval/78|HumanEval/85|HumanEval/97,HumanEval/108|HumanEval/13|HumanEval/141|HumanEval/18|HumanEval/67|HumanEval/78|HumanEval/85|HumanEval/97
r016,evaluation_02,ecrc,depth_first,normal,8,8,8,8,12,12,8,4,0,12,0,0,0,0,0.00981,0.028811153999967587,2.4680000000516884,2.9378511,2.9413066,0,12,0,12,0,0,HumanEval/108|HumanEval/13|HumanEval/141|HumanEval/18|HumanEval/67|HumanEval/78|HumanEval/85|HumanEval/97,HumanEval/108|HumanEval/13|HumanEval/141|HumanEval/18|HumanEval/67|HumanEval/78|HumanEval/85|HumanEval/97
r017,evaluation_03,ecrc,depth_first,normal,8,7,7,7,11,11,7,4,0,11,0,0,0,0,0.0042699999999999995,0.02299339200000361,2.26500000001397,2.687592,2.6909095,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r018,evaluation_03,ordinary,depth_first,normal,8,7,7,7,11,11,7,4,0,11,0,0,0,0,0.003919,0.022992375000015386,2.3769999999494758,2.6405202,2.6432374,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r019,evaluation_03,ordinary,round_robin,normal,8,7,7,7,11,11,7,4,0,11,0,0,0,0,0.0034729999999999995,0.023113067000011256,2.2660000000032596,2.6177746,2.6200947,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r020,evaluation_03,ecrc,round_robin,normal,8,7,7,7,11,11,7,4,0,11,0,0,0,0,0.005166,0.023877874000007182,2.3249999998370185,2.7623873,2.7652905,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r021,evaluation_03,ordinary,depth_first,response_loss,8,7,7,7,11,11,7,4,0,13,2,2,2,0,0.003497,0.023228312999989953,2.311000000074273,4.7501639,4.7533113,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r022,evaluation_03,ecrc,depth_first,response_loss,8,7,7,7,11,11,7,4,0,13,2,2,2,0,0.00723,0.023222716999953263,2.2489999999233987,4.7317396,4.7352621,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r023,evaluation_03,ecrc,round_robin,response_loss,8,7,7,7,11,11,7,4,0,13,2,2,2,0,0.0017789999999999998,0.022679906999997,2.2529999999678694,4.7747362,4.7773336,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r024,evaluation_03,ordinary,round_robin,response_loss,8,7,7,7,11,11,7,4,0,13,2,2,2,0,0.005949,0.023719330999995236,2.233000000094762,4.7687089,4.7710161,0,11,0,11,0,0,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31,HumanEval/106|HumanEval/14|HumanEval/153|HumanEval/161|HumanEval/24|HumanEval/25|HumanEval/31
r025,evaluation_04,ordinary,round_robin,response_loss,8,7,7,7,12,12,7,5,0,15,3,3,2,1,0.005101,0.026472652999984803,2.5310000000172295,5.0460784,6.0532793,1,11,0,12,0,0,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r026,evaluation_04,ecrc,round_robin,response_loss,8,7,7,7,12,12,7,5,0,15,3,3,2,1,0.003958,0.02743961699997044,2.515999999974156,5.0339117,6.0481644,1,11,0,12,0,0,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r027,evaluation_04,ecrc,depth_first,response_loss,8,5,5,6,12,12,6,6,0,15,3,3,2,1,0.00618,0.02563376999999889,2.5150000001012813,5.0179926,6.0255729,1,11,0,12,0,0,HumanEval/110|HumanEval/122|HumanEval/136|HumanEval/16|HumanEval/48,HumanEval/110|HumanEval/122|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r028,evaluation_04,ordinary,depth_first,response_loss,8,5,6,6,12,12,6,6,0,15,3,3,2,1,0.005114,0.02626969700000359,2.515999999945052,4.9863381,6.0035864,1,11,0,12,0,0,HumanEval/110|HumanEval/122|HumanEval/136|HumanEval/16|HumanEval/48,HumanEval/110|HumanEval/122|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r029,evaluation_04,ecrc,round_robin,normal,8,7,7,7,13,13,7,6,0,13,0,0,0,0,0.002338,0.02799408300001005,2.6849999998230487,3.2687376,3.2713866,0,13,0,13,0,0,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r030,evaluation_04,ordinary,round_robin,normal,8,7,7,7,13,13,7,6,0,13,0,0,0,0,0.003862,0.028177334999952564,2.7950000000419095,3.1584213,3.1610746,0,13,0,13,0,0,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r031,evaluation_04,ordinary,depth_first,normal,8,7,7,7,13,13,7,6,0,13,0,0,0,0,0.00518,0.028210647999998173,2.6780000000435393,3.2326087,3.2350912,0,13,0,13,0,0,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r032,evaluation_04,ecrc,depth_first,normal,8,7,7,7,13,13,7,6,0,13,0,0,0,0,0.005345,0.027556589000027998,2.6539999999513384,3.2489577,3.2521224,0,13,0,13,0,0,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8,HumanEval/110|HumanEval/122|HumanEval/133|HumanEval/136|HumanEval/16|HumanEval/48|HumanEval/8
r033,evaluation_05,ecrc,depth_first,normal,8,4,4,4,16,16,4,12,0,16,0,0,0,0,0.006919,0.0334335799999792,3.3120000001508743,3.9994535,4.0034129,0,16,0,16,0,1,HumanEval/109|HumanEval/42|HumanEval/54|HumanEval/76,HumanEval/109|HumanEval/42|HumanEval/54|HumanEval/76
r034,evaluation_05,ordinary,depth_first,normal,8,4,4,4,16,16,4,12,0,16,0,0,0,0,0.011047999999999999,0.03468394999998736,3.3439999999536667,3.9218066,3.9261816,0,16,0,16,0,1,HumanEval/109|HumanEval/42|HumanEval/54|HumanEval/76,HumanEval/109|HumanEval/42|HumanEval/54|HumanEval/76
r035,evaluation_05,ordinary,round_robin,normal,8,4,4,4,16,16,4,12,0,16,0,0,0,0,0.006662999999999999,0.0336089090000371,3.3009999999485444,3.9429306,3.9460181,0,16,0,16,0,1,HumanEval/19|HumanEval/42|HumanEval/54|HumanEval/76,HumanEval/19|HumanEval/42|HumanEval/54|HumanEval/76
r036,evaluation_05,ecrc,round_robin,normal,8,4,4,4,16,16,4,12,0,16,0,0,0,0,0.004357,0.03322142300001474,3.4039999999513384,3.9880498,3.9908533,0,16,0,16,0,1,HumanEval/19|HumanEval/42|HumanEval/54|HumanEval/76,HumanEval/19|HumanEval/42|HumanEval/54|HumanEval/76
r037,evaluation_05,ordinary,depth_first,response_loss,8,2,2,2,12,12,2,10,0,15,3,3,2,1,0.0033539999999999998,0.024632207000053086,2.5310000000463333,4.9177752,5.938712,1,11,0,12,0,0,HumanEval/42|HumanEval/76,HumanEval/42|HumanEval/76
r038,evaluation_05,ecrc,depth_first,response_loss,8,2,2,2,12,12,2,10,0,15,3,3,2,1,0.009466999999999998,0.026272270999982084,2.5629999998782296,5.0185477,6.0462209,1,11,0,12,0,0,HumanEval/42|HumanEval/76,HumanEval/42|HumanEval/76
r039,evaluation_05,ecrc,round_robin,response_loss,8,3,3,3,12,12,3,9,0,15,3,3,2,1,0.007414,0.026499051999991252,2.5439999999071006,4.977396,5.984713,1,11,0,12,0,0,HumanEval/19|HumanEval/42|HumanEval/54,HumanEval/19|HumanEval/42|HumanEval/54
r040,evaluation_05,ordinary,round_robin,response_loss,8,3,3,3,12,12,3,9,0,15,3,3,2,1,0.0046429999999999996,0.025053371000012703,2.489999999932479,4.9693946,5.990329,1,11,0,12,0,0,HumanEval/19|HumanEval/42|HumanEval/54,HumanEval/19|HumanEval/42|HumanEval/54
r041,evaluation_06,ordinary,round_robin,response_loss,8,4,4,4,12,12,4,8,0,15,3,3,2,1,0.005131,0.024980408999994097,2.453999999939697,4.9612976,5.9796369,1,11,0,12,0,0,HumanEval/146|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/146|HumanEval/162|HumanEval/56|HumanEval/72
r042,evaluation_06,ecrc,round_robin,response_loss,8,4,4,4,12,12,4,8,0,15,3,3,2,1,0.004489,0.02465362499992807,2.481999999989057,5.0290678,6.0614938,1,11,0,12,0,0,HumanEval/146|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/146|HumanEval/162|HumanEval/56|HumanEval/72
r043,evaluation_06,ecrc,depth_first,response_loss,8,4,4,4,12,12,4,8,0,15,3,3,2,1,0.002849,0.025787782000037396,2.550000000104774,4.9883004,6.0162529,1,11,0,12,0,0,HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72
r044,evaluation_06,ordinary,depth_first,response_loss,8,4,4,4,12,12,4,8,0,15,3,3,2,1,0.001983,0.02565255100006425,2.4979999999923166,4.9648306,5.9908154,1,11,0,12,0,0,HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72
r045,evaluation_06,ecrc,round_robin,normal,8,6,6,6,16,16,6,10,0,16,0,0,0,0,0.003984,0.03269688699995754,3.3260000001173466,3.9886632,3.9927305,0,16,0,16,0,1,HumanEval/100|HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/100|HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72
r046,evaluation_06,ordinary,round_robin,normal,8,6,6,6,16,16,6,10,0,16,0,0,0,0,0.009127999999999999,0.03360593899998321,3.283000000024913,3.9366617,3.9397343,0,16,0,16,0,1,HumanEval/100|HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/100|HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72
r047,evaluation_06,ordinary,depth_first,normal,8,5,5,5,16,16,5,11,0,16,0,0,0,0,0.0032189999999999996,0.03296811900000307,3.2650000000430737,3.8904442,3.8933396,0,16,0,16,0,1,HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72
r048,evaluation_06,ecrc,depth_first,normal,8,5,5,5,16,16,5,11,0,16,0,0,0,0,0.0063999999999999994,0.03154805699995222,3.3109999997832347,3.9948761,3.9991229,0,16,0,16,0,1,HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72,HumanEval/146|HumanEval/160|HumanEval/162|HumanEval/56|HumanEval/72
r049,evaluation_07,ecrc,depth_first,normal,8,7,7,7,12,12,7,5,0,12,0,0,0,0,0.004222,0.02796290499998122,2.4540000000270084,2.9288874,2.9314586,0,12,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r050,evaluation_07,ordinary,depth_first,normal,8,7,7,7,12,12,7,5,0,12,0,0,0,0,0.008174,0.028223642999961385,2.439999999915017,2.970967,2.9736369,0,12,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r051,evaluation_07,ordinary,round_robin,normal,8,7,7,7,12,12,7,5,0,12,0,0,0,0,0.0070279999999999995,0.02790276799998992,2.5160000000323635,2.9837346,2.9861677,0,12,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r052,evaluation_07,ecrc,round_robin,normal,8,7,7,7,12,12,7,5,0,12,0,0,0,0,0.007171,0.028559430999962387,2.4530000000086147,2.9655533,2.9690577,0,12,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r053,evaluation_07,ordinary,depth_first,response_loss,8,6,7,7,12,12,7,5,0,15,3,3,2,1,0.0033799999999999993,0.02715108800003918,2.483999999880325,4.9901674,5.996949,1,11,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r054,evaluation_07,ecrc,depth_first,response_loss,8,6,7,7,12,12,7,5,0,15,3,3,2,1,0.006075,0.02844158300001709,2.5320000001229346,4.9773172,6.0020063,1,11,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r055,evaluation_07,ecrc,round_robin,response_loss,8,7,7,7,12,12,7,5,0,15,3,3,2,1,0.005163999999999999,0.027954461999996738,2.481000000028871,5.0053782,6.0130774,1,11,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r056,evaluation_07,ordinary,round_robin,response_loss,8,7,7,7,12,12,7,5,0,15,3,3,2,1,0.0043679999999999995,0.026772026999992704,2.486999999906402,4.9284683,5.9346142,1,11,0,12,0,0,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87,HumanEval/0|HumanEval/4|HumanEval/45|HumanEval/46|HumanEval/60|HumanEval/74|HumanEval/87
r057,evaluation_08,ordinary,round_robin,response_loss,8,5,5,5,12,12,5,7,0,15,3,3,2,1,0.004106,0.025963344999979654,2.517000000050757,4.998051,6.0224089,1,11,0,12,0,0,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/98,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/98
r058,evaluation_08,ecrc,round_robin,response_loss,8,5,5,5,12,12,5,7,0,15,3,3,2,1,0.007209,0.024960086000078263,2.4980000000505242,5.0399775,6.0623051,1,11,0,12,0,0,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/98,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/98
r059,evaluation_08,ecrc,depth_first,response_loss,8,3,3,3,12,12,3,9,0,15,3,3,2,1,0.008313,0.025420826999948076,2.4429999999993015,4.9611115,5.9683434,1,11,0,12,0,0,HumanEval/47|HumanEval/68|HumanEval/98,HumanEval/47|HumanEval/68|HumanEval/98
r060,evaluation_08,ordinary,depth_first,response_loss,8,3,3,3,12,12,3,9,0,15,3,3,2,1,0.002418,0.025236616000029244,2.422000000049593,4.9624467,5.9928581,1,11,0,12,0,0,HumanEval/47|HumanEval/68|HumanEval/98,HumanEval/47|HumanEval/68|HumanEval/98
r061,evaluation_08,ecrc,round_robin,normal,8,6,6,6,16,16,6,10,0,16,0,0,0,0,0.006203,0.0345150719999765,3.3940000000293367,3.9818846,3.9847009,0,16,0,16,0,1,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/68|HumanEval/98,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/68|HumanEval/98
r062,evaluation_08,ordinary,round_robin,normal,8,6,6,6,16,16,6,10,0,16,0,0,0,0,0.007647,0.034897164000028624,3.4400000001478475,3.9833939,3.9861874,0,16,0,16,0,1,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/68|HumanEval/98,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/58|HumanEval/68|HumanEval/98
r063,evaluation_08,ordinary,depth_first,normal,8,5,5,5,16,16,5,11,0,16,0,0,0,0,0.008733999999999999,0.03382980899999666,3.3339999999734573,3.9219102,3.9249715,0,16,0,16,0,1,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/68|HumanEval/98,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/68|HumanEval/98
r064,evaluation_08,ecrc,depth_first,normal,8,5,5,5,16,16,5,11,0,16,0,0,0,0,0.005948999999999999,0.03385747500004754,3.4200000000128057,4.0168755,4.0197072,0,16,0,16,0,1,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/68|HumanEval/98,HumanEval/20|HumanEval/22|HumanEval/47|HumanEval/68|HumanEval/98
r065,evaluation_09,ecrc,depth_first,normal,8,5,5,5,16,16,5,11,0,16,0,0,0,0,0.012690000000000002,0.03803689500006158,3.3859999998821877,3.9574345,3.9602856,0,16,0,16,0,1,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35|HumanEval/37,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35|HumanEval/37
r066,evaluation_09,ordinary,depth_first,normal,8,5,5,5,16,16,5,11,0,16,0,0,0,0,0.005899,0.037769557000046916,3.344000000040978,3.9510896,3.9550482,0,16,0,16,0,1,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35|HumanEval/37,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35|HumanEval/37
r067,evaluation_09,ordinary,round_robin,normal,8,6,6,6,16,16,6,10,0,16,0,0,0,0,0.007027,0.03648473599997715,3.3279999998921994,3.8501976,3.8531942,0,16,0,16,0,1,HumanEval/121|HumanEval/142|HumanEval/143|HumanEval/155|HumanEval/35|HumanEval/37,HumanEval/121|HumanEval/142|HumanEval/143|HumanEval/155|HumanEval/35|HumanEval/37
r068,evaluation_09,ecrc,round_robin,normal,8,6,6,6,16,16,6,10,0,16,0,0,0,0,0.00462,0.03632191199983481,3.323000000003958,3.9729035,3.9762672,0,16,0,16,0,1,HumanEval/121|HumanEval/142|HumanEval/143|HumanEval/155|HumanEval/35|HumanEval/37,HumanEval/121|HumanEval/142|HumanEval/143|HumanEval/155|HumanEval/35|HumanEval/37
r069,evaluation_09,ordinary,depth_first,response_loss,8,4,5,5,12,12,5,7,0,15,3,3,2,1,0.007184,0.029605349999997088,2.529999999969732,4.9324748,5.9562021,1,11,0,12,0,0,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35|HumanEval/37
r070,evaluation_09,ecrc,depth_first,response_loss,8,4,4,5,12,12,5,7,0,15,3,3,2,1,0.01055,0.02858643100006475,2.4679999999934807,5.0065947,6.03553,1,11,0,12,0,0,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35,HumanEval/121|HumanEval/142|HumanEval/155|HumanEval/35|HumanEval/37
r071,evaluation_09,ecrc,round_robin,response_loss,8,5,5,5,12,12,5,7,0,15,3,3,2,1,0.004862,0.02764220099987824,2.455000000045402,4.9574271,5.9880113,1,11,0,12,0,0,HumanEval/121|HumanEval/143|HumanEval/155|HumanEval/35|HumanEval/37,HumanEval/121|HumanEval/143|HumanEval/155|HumanEval/35|HumanEval/37
