dataset_id,subject_id,study_id,outer_fold
many_labs_igt,many_labs_100_095,Horstmann,0
many_labs_igt,many_labs_100_096,Horstmann,4
many_labs_igt,many_labs_100_097,Horstmann,3
many_labs_igt,many_labs_100_098,Horstmann,3
many_labs_igt,many_labs_100_099,Horstmann,1
many_labs_igt,many_labs_100_100,Horstmann,1
many_labs_igt,many_labs_100_101,Horstmann,3
many_labs_igt,many_labs_100_102,Horstmann,3
many_labs_igt,many_labs_100_103,Horstmann,0
many_labs_igt,many_labs_100_104,Horstmann,0
many_labs_igt,many_labs_100_105,Horstmann,1
many_labs_igt,many_labs_100_106,Horstmann,0
many_labs_igt,many_labs_100_107,Horstmann,1
many_labs_igt,many_labs_100_108,Horstmann,3
many_labs_igt,many_labs_100_109,Horstmann,0
many_labs_igt,many_labs_100_110,Horstmann,2
many_labs_igt,many_labs_100_111,Horstmann,2
many_labs_igt,many_labs_100_112,Horstmann,3
many_labs_igt,many_labs_100_113,Horstmann,4
many_labs_igt,many_labs_100_114,Horstmann,1
many_labs_igt,many_labs_100_115,Horstmann,1
many_labs_igt,many_labs_100_116,Horstmann,4
many_labs_igt,many_labs_100_117,Horstmann,4
many_labs_igt,many_labs_100_118,Horstmann,4
many_labs_igt,many_labs_100_119,Horstmann,2
many_labs_igt,many_labs_100_120,Horstmann,3
many_labs_igt,many_labs_100_121,Horstmann,0
many_labs_igt,many_labs_100_122,Horstmann,4
many_labs_igt,many_labs_100_123,Horstmann,1
many_labs_igt,many_labs_100_124,Horstmann,2
many_labs_igt,many_labs_100_125,Horstmann,2
many_labs_igt,many_labs_100_126,Horstmann,2
many_labs_igt,many_labs_100_127,Horstmann,1
many_labs_igt,many_labs_100_128,Horstmann,3
many_labs_igt,many_labs_100_129,Horstmann,3
many_labs_igt,many_labs_100_130,Horstmann,1
many_labs_igt,many_labs_100_131,Horstmann,4
many_labs_igt,many_labs_100_132,Horstmann,4
many_labs_igt,many_labs_100_133,Horstmann,2
many_labs_igt,many_labs_100_134,Horstmann,1
many_labs_igt,many_labs_100_135,Horstmann,2
many_labs_igt,many_labs_100_136,Horstmann,4
many_labs_igt,many_labs_100_137,Horstmann,4
many_labs_igt,many_labs_100_138,Horstmann,1
many_labs_igt,many_labs_100_139,Horstmann,4
many_labs_igt,many_labs_100_140,Horstmann,0
many_labs_igt,many_labs_100_141,Horstmann,3
many_labs_igt,many_labs_100_142,Horstmann,0
many_labs_igt,many_labs_100_143,Horstmann,2
many_labs_igt,many_labs_100_144,Horstmann,1
many_labs_igt,many_labs_100_145,Horstmann,2
many_labs_igt,many_labs_100_146,Horstmann,2
many_labs_igt,many_labs_100_147,Horstmann,4
many_labs_igt,many_labs_100_148,Horstmann,2
many_labs_igt,many_labs_100_149,Horstmann,2
many_labs_igt,many_labs_100_150,Horstmann,2
many_labs_igt,many_labs_100_151,Horstmann,1
many_labs_igt,many_labs_100_152,Horstmann,2
many_labs_igt,many_labs_100_153,Horstmann,0
many_labs_igt,many_labs_100_154,Horstmann,3
many_labs_igt,many_labs_100_155,Horstmann,3
many_labs_igt,many_labs_100_156,Horstmann,2
many_labs_igt,many_labs_100_157,Horstmann,4
many_labs_igt,many_labs_100_158,Horstmann,4
many_labs_igt,many_labs_100_159,Horstmann,4
many_labs_igt,many_labs_100_160,Horstmann,3
many_labs_igt,many_labs_100_161,Horstmann,4
many_labs_igt,many_labs_100_162,Horstmann,1
many_labs_igt,many_labs_100_163,Kjome,1
many_labs_igt,many_labs_100_164,Kjome,1
many_labs_igt,many_labs_100_165,Kjome,4
many_labs_igt,many_labs_100_166,Kjome,3
many_labs_igt,many_labs_100_167,Kjome,3
many_labs_igt,many_labs_100_168,Kjome,4
many_labs_igt,many_labs_100_169,Kjome,1
many_labs_igt,many_labs_100_170,Kjome,2
many_labs_igt,many_labs_100_171,Kjome,2
many_labs_igt,many_labs_100_172,Kjome,0
many_labs_igt,many_labs_100_173,Kjome,0
many_labs_igt,many_labs_100_174,Kjome,0
many_labs_igt,many_labs_100_175,Kjome,1
many_labs_igt,many_labs_100_176,Kjome,4
many_labs_igt,many_labs_100_177,Kjome,2
many_labs_igt,many_labs_100_178,Kjome,4
many_labs_igt,many_labs_100_179,Kjome,2
many_labs_igt,many_labs_100_180,Kjome,0
many_labs_igt,many_labs_100_181,Kjome,3
many_labs_igt,many_labs_100_182,Maia,0
many_labs_igt,many_labs_100_183,Maia,3
many_labs_igt,many_labs_100_184,Maia,1
many_labs_igt,many_labs_100_185,Maia,3
many_labs_igt,many_labs_100_186,Maia,4
many_labs_igt,many_labs_100_187,Maia,3
many_labs_igt,many_labs_100_188,Maia,3
many_labs_igt,many_labs_100_189,Maia,4
many_labs_igt,many_labs_100_190,Maia,2
many_labs_igt,many_labs_100_191,Maia,0
many_labs_igt,many_labs_100_192,Maia,2
many_labs_igt,many_labs_100_193,Maia,0
many_labs_igt,many_labs_100_194,Maia,4
many_labs_igt,many_labs_100_195,Maia,1
many_labs_igt,many_labs_100_196,Maia,2
many_labs_igt,many_labs_100_197,Maia,4
many_labs_igt,many_labs_100_198,Maia,0
many_labs_igt,many_labs_100_199,Maia,1
many_labs_igt,many_labs_100_200,Maia,4
many_labs_igt,many_labs_100_201,Maia,1
many_labs_igt,many_labs_100_202,Maia,4
many_labs_igt,many_labs_100_203,Maia,2
many_labs_igt,many_labs_100_204,Maia,0
many_labs_igt,many_labs_100_205,Maia,0
many_labs_igt,many_labs_100_206,Maia,3
many_labs_igt,many_labs_100_207,Maia,1
many_labs_igt,many_labs_100_208,Maia,0
many_labs_igt,many_labs_100_209,Maia,4
many_labs_igt,many_labs_100_210,Maia,1
many_labs_igt,many_labs_100_211,Maia,0
many_labs_igt,many_labs_100_212,Maia,2
many_labs_igt,many_labs_100_213,Maia,4
many_labs_igt,many_labs_100_214,Maia,2
many_labs_igt,many_labs_100_215,Maia,2
many_labs_igt,many_labs_100_216,Maia,3
many_labs_igt,many_labs_100_217,Maia,3
many_labs_igt,many_labs_100_218,Maia,2
many_labs_igt,many_labs_100_219,Maia,1
many_labs_igt,many_labs_100_220,Maia,3
many_labs_igt,many_labs_100_221,Maia,1
many_labs_igt,many_labs_100_222,SteingroverInPrep,0
many_labs_igt,many_labs_100_223,SteingroverInPrep,1
many_labs_igt,many_labs_100_224,SteingroverInPrep,2
many_labs_igt,many_labs_100_225,SteingroverInPrep,4
many_labs_igt,many_labs_100_226,SteingroverInPrep,0
many_labs_igt,many_labs_100_227,SteingroverInPrep,2
many_labs_igt,many_labs_100_228,SteingroverInPrep,2
many_labs_igt,many_labs_100_229,SteingroverInPrep,3
many_labs_igt,many_labs_100_230,SteingroverInPrep,3
many_labs_igt,many_labs_100_231,SteingroverInPrep,3
many_labs_igt,many_labs_100_232,SteingroverInPrep,1
many_labs_igt,many_labs_100_233,SteingroverInPrep,1
many_labs_igt,many_labs_100_234,SteingroverInPrep,4
many_labs_igt,many_labs_100_235,SteingroverInPrep,3
many_labs_igt,many_labs_100_236,SteingroverInPrep,1
many_labs_igt,many_labs_100_237,SteingroverInPrep,3
many_labs_igt,many_labs_100_238,SteingroverInPrep,3
many_labs_igt,many_labs_100_239,SteingroverInPrep,1
many_labs_igt,many_labs_100_240,SteingroverInPrep,1
many_labs_igt,many_labs_100_241,SteingroverInPrep,2
many_labs_igt,many_labs_100_242,SteingroverInPrep,1
many_labs_igt,many_labs_100_243,SteingroverInPrep,0
many_labs_igt,many_labs_100_244,SteingroverInPrep,4
many_labs_igt,many_labs_100_245,SteingroverInPrep,1
many_labs_igt,many_labs_100_246,SteingroverInPrep,2
many_labs_igt,many_labs_100_247,SteingroverInPrep,2
many_labs_igt,many_labs_100_248,SteingroverInPrep,0
many_labs_igt,many_labs_100_249,SteingroverInPrep,2
many_labs_igt,many_labs_100_250,SteingroverInPrep,3
many_labs_igt,many_labs_100_251,SteingroverInPrep,0
many_labs_igt,many_labs_100_252,SteingroverInPrep,1
many_labs_igt,many_labs_100_253,SteingroverInPrep,1
many_labs_igt,many_labs_100_254,SteingroverInPrep,1
many_labs_igt,many_labs_100_255,SteingroverInPrep,0
many_labs_igt,many_labs_100_256,SteingroverInPrep,3
many_labs_igt,many_labs_100_257,SteingroverInPrep,0
many_labs_igt,many_labs_100_258,SteingroverInPrep,4
many_labs_igt,many_labs_100_259,SteingroverInPrep,4
many_labs_igt,many_labs_100_260,SteingroverInPrep,0
many_labs_igt,many_labs_100_261,SteingroverInPrep,4
many_labs_igt,many_labs_100_262,SteingroverInPrep,1
many_labs_igt,many_labs_100_263,SteingroverInPrep,3
many_labs_igt,many_labs_100_264,SteingroverInPrep,4
many_labs_igt,many_labs_100_265,SteingroverInPrep,4
many_labs_igt,many_labs_100_266,SteingroverInPrep,2
many_labs_igt,many_labs_100_267,SteingroverInPrep,2
many_labs_igt,many_labs_100_268,SteingroverInPrep,4
many_labs_igt,many_labs_100_269,SteingroverInPrep,3
many_labs_igt,many_labs_100_270,SteingroverInPrep,2
many_labs_igt,many_labs_100_271,SteingroverInPrep,0
many_labs_igt,many_labs_100_272,SteingroverInPrep,4
many_labs_igt,many_labs_100_273,SteingroverInPrep,3
many_labs_igt,many_labs_100_274,SteingroverInPrep,4
many_labs_igt,many_labs_100_275,SteingroverInPrep,4
many_labs_igt,many_labs_100_276,SteingroverInPrep,0
many_labs_igt,many_labs_100_277,SteingroverInPrep,1
many_labs_igt,many_labs_100_278,SteingroverInPrep,4
many_labs_igt,many_labs_100_279,SteingroverInPrep,0
many_labs_igt,many_labs_100_280,SteingroverInPrep,3
many_labs_igt,many_labs_100_281,SteingroverInPrep,3
many_labs_igt,many_labs_100_282,SteingroverInPrep,1
many_labs_igt,many_labs_100_283,SteingroverInPrep,3
many_labs_igt,many_labs_100_284,SteingroverInPrep,2
many_labs_igt,many_labs_100_285,SteingroverInPrep,0
many_labs_igt,many_labs_100_286,SteingroverInPrep,0
many_labs_igt,many_labs_100_287,SteingroverInPrep,2
many_labs_igt,many_labs_100_288,SteingroverInPrep,0
many_labs_igt,many_labs_100_289,SteingroverInPrep,2
many_labs_igt,many_labs_100_290,SteingroverInPrep,4
many_labs_igt,many_labs_100_291,SteingroverInPrep,2
many_labs_igt,many_labs_100_292,Premkumar,4
many_labs_igt,many_labs_100_293,Premkumar,4
many_labs_igt,many_labs_100_294,Premkumar,1
many_labs_igt,many_labs_100_295,Premkumar,3
many_labs_igt,many_labs_100_296,Premkumar,1
many_labs_igt,many_labs_100_297,Premkumar,2
many_labs_igt,many_labs_100_298,Premkumar,3
many_labs_igt,many_labs_100_299,Premkumar,1
many_labs_igt,many_labs_100_300,Premkumar,2
many_labs_igt,many_labs_100_301,Premkumar,0
many_labs_igt,many_labs_100_302,Premkumar,4
many_labs_igt,many_labs_100_303,Premkumar,1
many_labs_igt,many_labs_100_304,Premkumar,1
many_labs_igt,many_labs_100_305,Premkumar,2
many_labs_igt,many_labs_100_306,Premkumar,4
many_labs_igt,many_labs_100_307,Premkumar,2
many_labs_igt,many_labs_100_308,Premkumar,4
many_labs_igt,many_labs_100_309,Premkumar,0
many_labs_igt,many_labs_100_310,Premkumar,0
many_labs_igt,many_labs_100_311,Premkumar,3
many_labs_igt,many_labs_100_312,Premkumar,3
many_labs_igt,many_labs_100_313,Premkumar,2
many_labs_igt,many_labs_100_314,Premkumar,0
many_labs_igt,many_labs_100_315,Premkumar,3
many_labs_igt,many_labs_100_316,Premkumar,0
many_labs_igt,many_labs_100_317,Wood,4
many_labs_igt,many_labs_100_318,Wood,2
many_labs_igt,many_labs_100_319,Wood,2
many_labs_igt,many_labs_100_320,Wood,2
many_labs_igt,many_labs_100_321,Wood,1
many_labs_igt,many_labs_100_322,Wood,2
many_labs_igt,many_labs_100_323,Wood,4
many_labs_igt,many_labs_100_324,Wood,1
many_labs_igt,many_labs_100_325,Wood,3
many_labs_igt,many_labs_100_326,Wood,0
many_labs_igt,many_labs_100_327,Wood,4
many_labs_igt,many_labs_100_328,Wood,2
many_labs_igt,many_labs_100_329,Wood,3
many_labs_igt,many_labs_100_330,Wood,4
many_labs_igt,many_labs_100_331,Wood,3
many_labs_igt,many_labs_100_332,Wood,0
many_labs_igt,many_labs_100_333,Wood,0
many_labs_igt,many_labs_100_334,Wood,4
many_labs_igt,many_labs_100_335,Wood,4
many_labs_igt,many_labs_100_336,Wood,0
many_labs_igt,many_labs_100_337,Wood,1
many_labs_igt,many_labs_100_338,Wood,1
many_labs_igt,many_labs_100_339,Wood,1
many_labs_igt,many_labs_100_340,Wood,3
many_labs_igt,many_labs_100_341,Wood,4
many_labs_igt,many_labs_100_342,Wood,4
many_labs_igt,many_labs_100_343,Wood,2
many_labs_igt,many_labs_100_344,Wood,1
many_labs_igt,many_labs_100_345,Wood,0
many_labs_igt,many_labs_100_346,Wood,0
many_labs_igt,many_labs_100_347,Wood,3
many_labs_igt,many_labs_100_348,Wood,0
many_labs_igt,many_labs_100_349,Wood,4
many_labs_igt,many_labs_100_350,Wood,4
many_labs_igt,many_labs_100_351,Wood,3
many_labs_igt,many_labs_100_352,Wood,0
many_labs_igt,many_labs_100_353,Wood,3
many_labs_igt,many_labs_100_354,Wood,1
many_labs_igt,many_labs_100_355,Wood,3
many_labs_igt,many_labs_100_356,Wood,0
many_labs_igt,many_labs_100_357,Wood,2
many_labs_igt,many_labs_100_358,Wood,2
many_labs_igt,many_labs_100_359,Wood,3
many_labs_igt,many_labs_100_360,Wood,3
many_labs_igt,many_labs_100_361,Wood,4
many_labs_igt,many_labs_100_362,Wood,0
many_labs_igt,many_labs_100_363,Wood,0
many_labs_igt,many_labs_100_364,Wood,2
many_labs_igt,many_labs_100_365,Wood,1
many_labs_igt,many_labs_100_366,Wood,2
many_labs_igt,many_labs_100_367,Wood,2
many_labs_igt,many_labs_100_368,Wood,2
many_labs_igt,many_labs_100_369,Wood,4
many_labs_igt,many_labs_100_370,Wood,3
many_labs_igt,many_labs_100_371,Wood,3
many_labs_igt,many_labs_100_372,Wood,3
many_labs_igt,many_labs_100_373,Wood,3
many_labs_igt,many_labs_100_374,Wood,3
many_labs_igt,many_labs_100_375,Wood,0
many_labs_igt,many_labs_100_376,Wood,0
many_labs_igt,many_labs_100_377,Wood,3
many_labs_igt,many_labs_100_378,Wood,4
many_labs_igt,many_labs_100_379,Wood,2
many_labs_igt,many_labs_100_380,Wood,2
many_labs_igt,many_labs_100_381,Wood,2
many_labs_igt,many_labs_100_382,Wood,1
many_labs_igt,many_labs_100_383,Wood,1
many_labs_igt,many_labs_100_384,Wood,1
many_labs_igt,many_labs_100_385,Wood,1
many_labs_igt,many_labs_100_386,Wood,0
many_labs_igt,many_labs_100_387,Wood,4
many_labs_igt,many_labs_100_388,Wood,2
many_labs_igt,many_labs_100_389,Wood,1
many_labs_igt,many_labs_100_390,Wood,1
many_labs_igt,many_labs_100_391,Wood,1
many_labs_igt,many_labs_100_392,Wood,3
many_labs_igt,many_labs_100_393,Wood,3
many_labs_igt,many_labs_100_394,Wood,3
many_labs_igt,many_labs_100_395,Wood,0
many_labs_igt,many_labs_100_396,Wood,2
many_labs_igt,many_labs_100_397,Wood,4
many_labs_igt,many_labs_100_398,Wood,1
many_labs_igt,many_labs_100_399,Wood,1
many_labs_igt,many_labs_100_400,Wood,1
many_labs_igt,many_labs_100_401,Wood,1
many_labs_igt,many_labs_100_402,Wood,0
many_labs_igt,many_labs_100_403,Wood,2
many_labs_igt,many_labs_100_404,Wood,4
many_labs_igt,many_labs_100_405,Wood,2
many_labs_igt,many_labs_100_406,Wood,1
many_labs_igt,many_labs_100_407,Wood,2
many_labs_igt,many_labs_100_408,Wood,2
many_labs_igt,many_labs_100_409,Wood,3
many_labs_igt,many_labs_100_410,Wood,0
many_labs_igt,many_labs_100_411,Wood,0
many_labs_igt,many_labs_100_412,Wood,4
many_labs_igt,many_labs_100_413,Wood,1
many_labs_igt,many_labs_100_414,Wood,1
many_labs_igt,many_labs_100_415,Wood,0
many_labs_igt,many_labs_100_416,Wood,0
many_labs_igt,many_labs_100_417,Wood,3
many_labs_igt,many_labs_100_418,Wood,4
many_labs_igt,many_labs_100_419,Wood,3
many_labs_igt,many_labs_100_420,Wood,3
many_labs_igt,many_labs_100_421,Wood,2
many_labs_igt,many_labs_100_422,Wood,1
many_labs_igt,many_labs_100_423,Wood,0
many_labs_igt,many_labs_100_424,Wood,3
many_labs_igt,many_labs_100_425,Wood,0
many_labs_igt,many_labs_100_426,Wood,4
many_labs_igt,many_labs_100_427,Wood,2
many_labs_igt,many_labs_100_428,Wood,4
many_labs_igt,many_labs_100_429,Wood,4
many_labs_igt,many_labs_100_430,Wood,1
many_labs_igt,many_labs_100_431,Wood,3
many_labs_igt,many_labs_100_432,Wood,0
many_labs_igt,many_labs_100_433,Wood,0
many_labs_igt,many_labs_100_434,Wood,1
many_labs_igt,many_labs_100_435,Wood,1
many_labs_igt,many_labs_100_436,Wood,0
many_labs_igt,many_labs_100_437,Wood,3
many_labs_igt,many_labs_100_438,Wood,0
many_labs_igt,many_labs_100_439,Wood,3
many_labs_igt,many_labs_100_440,Wood,4
many_labs_igt,many_labs_100_441,Wood,1
many_labs_igt,many_labs_100_442,Wood,2
many_labs_igt,many_labs_100_443,Wood,1
many_labs_igt,many_labs_100_444,Wood,0
many_labs_igt,many_labs_100_445,Wood,2
many_labs_igt,many_labs_100_446,Wood,2
many_labs_igt,many_labs_100_447,Wood,3
many_labs_igt,many_labs_100_448,Wood,1
many_labs_igt,many_labs_100_449,Wood,2
many_labs_igt,many_labs_100_450,Wood,4
many_labs_igt,many_labs_100_451,Wood,1
many_labs_igt,many_labs_100_452,Wood,2
many_labs_igt,many_labs_100_453,Wood,3
many_labs_igt,many_labs_100_454,Wood,1
many_labs_igt,many_labs_100_455,Wood,2
many_labs_igt,many_labs_100_456,Wood,4
many_labs_igt,many_labs_100_457,Wood,4
many_labs_igt,many_labs_100_458,Wood,2
many_labs_igt,many_labs_100_459,Wood,4
many_labs_igt,many_labs_100_460,Wood,4
many_labs_igt,many_labs_100_461,Wood,4
many_labs_igt,many_labs_100_462,Wood,0
many_labs_igt,many_labs_100_463,Wood,0
many_labs_igt,many_labs_100_464,Wood,4
many_labs_igt,many_labs_100_465,Wood,0
many_labs_igt,many_labs_100_466,Wood,4
many_labs_igt,many_labs_100_467,Wood,0
many_labs_igt,many_labs_100_468,Wood,3
many_labs_igt,many_labs_100_469,Wood,4
many_labs_igt,many_labs_100_470,Worthy,0
many_labs_igt,many_labs_100_471,Worthy,0
many_labs_igt,many_labs_100_472,Worthy,3
many_labs_igt,many_labs_100_473,Worthy,2
many_labs_igt,many_labs_100_474,Worthy,4
many_labs_igt,many_labs_100_475,Worthy,4
many_labs_igt,many_labs_100_476,Worthy,4
many_labs_igt,many_labs_100_477,Worthy,3
many_labs_igt,many_labs_100_478,Worthy,1
many_labs_igt,many_labs_100_479,Worthy,3
many_labs_igt,many_labs_100_480,Worthy,3
many_labs_igt,many_labs_100_481,Worthy,3
many_labs_igt,many_labs_100_482,Worthy,0
many_labs_igt,many_labs_100_483,Worthy,1
many_labs_igt,many_labs_100_484,Worthy,1
many_labs_igt,many_labs_100_485,Worthy,0
many_labs_igt,many_labs_100_486,Worthy,1
many_labs_igt,many_labs_100_487,Worthy,2
many_labs_igt,many_labs_100_488,Worthy,2
many_labs_igt,many_labs_100_489,Worthy,2
many_labs_igt,many_labs_100_490,Worthy,4
many_labs_igt,many_labs_100_491,Worthy,2
many_labs_igt,many_labs_100_492,Worthy,1
many_labs_igt,many_labs_100_493,Worthy,3
many_labs_igt,many_labs_100_494,Worthy,4
many_labs_igt,many_labs_100_495,Worthy,0
many_labs_igt,many_labs_100_496,Worthy,1
many_labs_igt,many_labs_100_497,Worthy,4
many_labs_igt,many_labs_100_498,Worthy,2
many_labs_igt,many_labs_100_499,Worthy,2
many_labs_igt,many_labs_100_500,Worthy,0
many_labs_igt,many_labs_100_501,Worthy,0
many_labs_igt,many_labs_100_502,Worthy,1
many_labs_igt,many_labs_100_503,Worthy,4
many_labs_igt,many_labs_100_504,Worthy,3
many_labs_igt,many_labs_150_001,Steingroever2011,4
many_labs_igt,many_labs_150_002,Steingroever2011,0
many_labs_igt,many_labs_150_003,Steingroever2011,1
many_labs_igt,many_labs_150_004,Steingroever2011,1
many_labs_igt,many_labs_150_005,Steingroever2011,2
many_labs_igt,many_labs_150_006,Steingroever2011,0
many_labs_igt,many_labs_150_007,Steingroever2011,0
many_labs_igt,many_labs_150_008,Steingroever2011,4
many_labs_igt,many_labs_150_009,Steingroever2011,1
many_labs_igt,many_labs_150_010,Steingroever2011,2
many_labs_igt,many_labs_150_011,Steingroever2011,3
many_labs_igt,many_labs_150_012,Steingroever2011,0
many_labs_igt,many_labs_150_013,Steingroever2011,2
many_labs_igt,many_labs_150_014,Steingroever2011,2
many_labs_igt,many_labs_150_015,Steingroever2011,4
many_labs_igt,many_labs_150_016,Steingroever2011,3
many_labs_igt,many_labs_150_017,Steingroever2011,0
many_labs_igt,many_labs_150_018,Steingroever2011,3
many_labs_igt,many_labs_150_019,Steingroever2011,2
many_labs_igt,many_labs_150_020,Steingroever2011,4
many_labs_igt,many_labs_150_021,Steingroever2011,3
many_labs_igt,many_labs_150_022,Steingroever2011,3
many_labs_igt,many_labs_150_023,Steingroever2011,1
many_labs_igt,many_labs_150_024,Steingroever2011,3
many_labs_igt,many_labs_150_025,Steingroever2011,4
many_labs_igt,many_labs_150_026,Steingroever2011,1
many_labs_igt,many_labs_150_027,Steingroever2011,4
many_labs_igt,many_labs_150_028,Steingroever2011,1
many_labs_igt,many_labs_150_029,Steingroever2011,3
many_labs_igt,many_labs_150_030,Steingroever2011,0
many_labs_igt,many_labs_150_031,Steingroever2011,3
many_labs_igt,many_labs_150_032,Steingroever2011,4
many_labs_igt,many_labs_150_033,Steingroever2011,1
many_labs_igt,many_labs_150_034,Steingroever2011,0
many_labs_igt,many_labs_150_035,Steingroever2011,2
many_labs_igt,many_labs_150_036,Steingroever2011,2
many_labs_igt,many_labs_150_037,Steingroever2011,1
many_labs_igt,many_labs_150_038,Steingroever2011,3
many_labs_igt,many_labs_150_039,Steingroever2011,1
many_labs_igt,many_labs_150_040,Steingroever2011,2
many_labs_igt,many_labs_150_041,Steingroever2011,0
many_labs_igt,many_labs_150_042,Steingroever2011,4
many_labs_igt,many_labs_150_043,Steingroever2011,4
many_labs_igt,many_labs_150_044,Steingroever2011,2
many_labs_igt,many_labs_150_045,Steingroever2011,4
many_labs_igt,many_labs_150_046,Steingroever2011,2
many_labs_igt,many_labs_150_047,Steingroever2011,2
many_labs_igt,many_labs_150_048,Steingroever2011,0
many_labs_igt,many_labs_150_049,Steingroever2011,0
many_labs_igt,many_labs_150_050,Steingroever2011,0
many_labs_igt,many_labs_150_051,Steingroever2011,3
many_labs_igt,many_labs_150_052,Steingroever2011,4
many_labs_igt,many_labs_150_053,Steingroever2011,2
many_labs_igt,many_labs_150_054,Steingroever2011,1
many_labs_igt,many_labs_150_055,Steingroever2011,3
many_labs_igt,many_labs_150_056,Steingroever2011,1
