path,bytes,sha256
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P13.csv,4854,7b6ec77d66a15fb315573d932cdb8fafe23c1d209cd2741e818de100b19ca505
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P14.csv,4901,a55f27be4963fdd0a695ff78f1f7c8ed4868299edd980508e6f2a5801519b74e
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P15.csv,4826,c87b53cf37ca9277563b0f5b44fba9f72fd4132e7e09207b57eb876cf241ad59
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P16.csv,4859,f63dcb231b36fe6a9839f87ee62d91f48808d882193dab32e79602a164fd3a6d
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P17.csv,4870,abe1ee8ca1fcd821b79168ac68505892abe6bdd3ff88b05def9ae4f9db913abe
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P18.csv,4892,defea8f897944d7abbd1c9a2258125ef20533848950aef740bed1110bd78e2e4
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P19.csv,4918,b1556b4294c11d70b66486c840494ac87159d7346894b868a08f4325c3be1497
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P20.csv,4935,69a31ffc114d4f053093e0ecca50404bcc863fdbb290d3cae94845fbe17498cb
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P21.csv,4911,8233892eb21a27f2f30b2270b91b70ec8c1082d728fbb9ec35268b47e5008d9b
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P22.csv,4870,495d5e9a42dd05e3ba84f47666e07c0fc3cf4635db1efc2a79b3c1a018d95cb0
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P23.csv,4892,a87d9fc2f1a3a96c41c019708a90d0450075a02f452ed5b6698810601f961d32
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P24.csv,4898,09d9ecfd9878734f3c522b0d6a561e796786ba240ae89da85df20ee6825536d6
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P25.csv,4885,be6644c331d687a87ea2834fbf6db2499e3273f8f72e1575aebd66f614594672
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P26.csv,4778,6d7e393387459ac8b9f3e72b64befe160db933934940b68f6af3cbb0bbc58352
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P27.csv,4894,a21bb584b155310f2fd7d1fc46e55549164c49b3bd16346d698b80bf07ec80e3
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P28.csv,4901,2870dcf49e65d9bdf2f930b24ac7c78fa86f04427fd18d72e2cbf902e15f14a8
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P29.csv,4861,3a0117ec6134bfb7a0f8b05d535cd2a47d81e83f474d4e50e014db7398749c56
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P30.csv,4889,e568f003da88536a6dab18cf41da4c712980578ce61c16def260cc0d36ece3d0
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P31.csv,4892,bd3f6493f8c831051aaaaa305ccff22bfd55d802ccf80c947577893b7edd1a34
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P32.csv,4849,7616660306f5411daccdfd4d6bd72d490b9f7255adfc09ba40cda28f25ca45fc
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P33.csv,4961,31e79fdfd145a07b1fc0a50672910abf86a313cfd93c446d134f3b0285bf95af
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P34.csv,4940,a64fbb5ab08e8520090d088ed23f07707b7bdf149e26c8eb9877225f904c4396
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P35.csv,4897,b33bea47505a6919c55254105539626e2b9cd0e139874889f18f741f39d55614
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P36.csv,4824,0db4fe64c02a27b5ce651f0727920d7124b87bb97368cb5db3ed527750368dd8
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P37.csv,4918,a71148aacfdcb7f80f8586ef0f4f7988981727caedb53b9a318c55b2552b503b
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P38.csv,4887,8a14422725661f4994671d6daf9cf00669fbb0f52ac5ed24c7603f00c21c525e
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P39.csv,4809,97326f4db4c42328913d491ccd95e6581e20b7cd7c7529a64d0cad87984b97fd
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P40.csv,4946,f61b4e10a928dd9b4ec0545d7d4db4c7e70f8981bfee502d1cf20f407898549c
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P41.csv,4923,a119c4f9f5219b27615fadc30313d03f2d44d3be97f081839649829510de99e5
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P42.csv,4820,7497e5353b0c17384533d8928b0db9cab187ee0588d2d53e4220a3335931f7d8
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P43.csv,4913,ce1f996b19009f4ea32dbdbe83b5651e0a296160f2e1b94961f7fb14b23db694
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P44.csv,4918,0b8b03c48463507282f0f1a06263bb02c0755ee57f2b12e29503caa2f4861845
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P45.csv,4878,9b62de1568a7a605a9c7937cb8895b891eef01a6388a056dd1e3d4c0dd0be572
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P46.csv,4923,a787f1a89dddaf3b26a2a2490352b77fdd9ac0e37294a9860fefb2af79ba889d
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P47.csv,4882,f65baf14ffb0e4bbca4b9f8f4372dbb4bef5b2afcf170042240785d3349f113e
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P48.csv,4834,ba78fc94acdc3a7fe8d29f64167aca4286c768dbc65a19c3a83dbd7f4f33411a
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P49.csv,4865,a5fa91ef1db1a0c22f9e67631678d78110f40aecd10c97438243ef57e443d0ec
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P50.csv,4916,46d10701283ef4de43aa6ba0b66fa9e106b349b40df7e11ef208a807f2d95f09
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P51.csv,4849,5f8722de1f957eb754ecc4451a1d2cd2c082b753a77628c3cb2cb506a9d2e668
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P52.csv,4892,1dfcea44986f202bdb34e8e3ba42d9d772cd56deade41afad4522c714323373b
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P53.csv,4909,3e17cbf25626caf526fc0f6279245f4099d0f8b71916e7a3c9b9dfd2f75c85e0
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P54.csv,4886,5da7c94000fff9cf5a02fdabbb90350dd85035775e1f9585123126df505dfe52
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P55.csv,4869,03b665c01537e422caeb4aed539ec44698d7777a4d49eba24cd38aa8b1d04f06
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P56.csv,4908,c8f02e92402e36a23b3bef8fe3bf2263864bd58bc0cf74b7233cfed5caf1c0f2
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P57.csv,4839,0f3de771d74ff2c99e290a84c4f8866c6b241643f7d0acc8d693d5f777d8b251
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P58.csv,4868,f67e41fb26c6c7d4c97523b3bc8ac844323756f8b0ea8980aed5d5510bcc15af
data/raw/external/mendeley_igt_v2_behavior_only/IGT/IGT_P59.csv,4849,21c5bdbc22d4e42fe516fbe1951bf532d4de1eb2cb3f11c13277a035bdc8dff8
data/raw/external/mendeley_igt_v2_behavior_only/metadata/download_manifest_v2_igt_only.json,75051,6c7866546c11448519156b2e6d1d8fd934bbfb42d33140a4a71c0f116fd00f58
data/raw/external/mendeley_igt_v2_behavior_only/metadata/mendeley_v1_v2_comparison_summary.json,1225,ca41439a19ec9166c8b3996134d29a1fc03907026f672a791e42a240cc421bf5
data/raw/external/mendeley_igt_v2_behavior_only/metadata/mendeley_v1_v2_file_comparison.csv,11775,062975bd89006de7e77f5c26908b40e0da162565e570f77ad93b3d251926ab7b
